pagename_airesante,province,antenne,zonesante,airesante,pagename_province,pagename_antenne,pagename_zonesante,iso3,grid3id,date,edit_par,source_acronym,sourceid,Shape_Length,Shape_Area,xmin,ymin,xmax,ymax
COD_Bas-Uele_Buta_Buta_Bamaria,Bas-Uele,Buta,Buta,Bamaria,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_5F9F2BD91B,2025,CIESIN,multiple data sources,Bas-Uele_001,0.110188035388874,0.000347827974402,24.743510212000047,2.775283678000051,24.773269355000025,2.814483646000042
COD_Bas-Uele_Buta_Buta_Baruti,Bas-Uele,Buta,Buta,Baruti,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_D6936EEF2C,2025,CIESIN,multiple data sources,Bas-Uele_001,0.064883487997299,0.000204715565859,24.724093366000034,2.799353831000076,24.741724308000073,2.819835000000069
COD_Bas-Uele_Buta_Buta_Bomea,Bas-Uele,Buta,Buta,Bomea,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_BCCDBD85CA,2025,CIESIN,multiple data sources,Bas-Uele_001,0.325987978970090,0.003151905699921,24.751361081000027,2.765284000000065,24.833610400000055,2.838063183000031
COD_Bas-Uele_Buta_Buta_Du-Congo,Bas-Uele,Buta,Buta,Du Congo,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_B8E9EF708E,2025,CIESIN,multiple data sources,Bas-Uele_001,0.109069345297245,0.000371313900804,24.697699200000045,2.782528201000048,24.735368166000057,2.806776928000033
COD_Bas-Uele_Buta_Buta_Koteli,Bas-Uele,Buta,Buta,Koteli,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_426036CCF7,2025,CIESIN,multiple data sources,Bas-Uele_001,0.792426529333580,0.021562639387883,24.482002300000033,2.787774701000046,24.615051832000063,3.055491099000051
COD_Bas-Uele_Buta_Buta_Makala,Bas-Uele,Buta,Buta,Makala,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_497AFB799F,2025,CIESIN,multiple data sources,Bas-Uele_001,0.911770317514930,0.011674156887348,24.631298061000052,2.800854665000031,24.735746848000076,3.127930979000041
COD_Bas-Uele_Buta_Buta_Malikuta,Bas-Uele,Buta,Buta,Malikuta,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_C8DB5F24A7,2025,CIESIN,multiple data sources,Bas-Uele_001,1.073280291313957,0.028614296474943,24.495104500000025,2.796854488000065,24.693731217000050,3.138577609000038
COD_Bas-Uele_Buta_Buta_Maselebende,Bas-Uele,Buta,Buta,Maselebende,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_E236F92C05,2025,CIESIN,multiple data sources,Bas-Uele_001,1.877149901438117,0.060128135265190,24.591493161000074,2.861723283000060,24.847174849000055,3.495167889000072
COD_Bas-Uele_Buta_Buta_Melume,Bas-Uele,Buta,Buta,Melume,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_C38B90F551,2025,CIESIN,multiple data sources,Bas-Uele_001,2.203372572732678,0.104879528411233,24.710784419000049,2.852806500000042,25.042420012000036,3.517868165000039
COD_Bas-Uele_Buta_Buta_Mobenge,Bas-Uele,Buta,Buta,Mobenge,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_23012AC528,2025,CIESIN,multiple data sources,Bas-Uele_001,0.048168086652728,0.000125999009768,24.738817100000063,2.804217999000059,24.755571099000065,2.820663572000058
COD_Bas-Uele_Buta_Buta_Popoka,Bas-Uele,Buta,Buta,Popoka,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_1A8E4127B1,2025,CIESIN,multiple data sources,Bas-Uele_001,1.983283935365047,0.110143856878068,24.803218400000048,2.512969544000043,25.352284330000032,2.887216528000067
COD_Bas-Uele_Buta_Buta_Rive-Gauche,Bas-Uele,Buta,Buta,Rive Gauche,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_DBAB745C21,2025,CIESIN,multiple data sources,Bas-Uele_001,1.605332078633283,0.071290443933758,24.435893381000028,2.499386601000026,24.825882200000024,2.829320200000041
COD_Bas-Uele_Buta_Buta_Rubi-Lisanga,Bas-Uele,Buta,Buta,Rubi Lisanga,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_AE76EC7A3A,2025,CIESIN,multiple data sources,Bas-Uele_001,0.055893047636152,0.000139642014443,24.729829209000059,2.789732015000027,24.748707451000030,2.804619331000026
COD_Bas-Uele_Buta_Buta_Sukisa,Bas-Uele,Buta,Buta,Sukisa,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_0ECCDDF437,2025,CIESIN,multiple data sources,Bas-Uele_001,2.742255113738494,0.171670730804309,24.834640100000058,2.173705890000065,25.717873414000053,2.605279330000030
COD_Bas-Uele_Buta_Buta_Triangle,Bas-Uele,Buta,Buta,Triangle,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_E2996B9595,2025,CIESIN,multiple data sources,Bas-Uele_001,0.358166002095982,0.003966720851165,24.727945426000076,2.809266159000060,24.809287728000072,2.920408976000033
COD_Bas-Uele_Buta_Buta_Yema,Bas-Uele,Buta,Buta,Yema,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_15A822B97A,2025,CIESIN,multiple data sources,Bas-Uele_001,0.612608771778745,0.018439740556124,25.018350402000067,2.862159065000071,25.172218089000069,3.078720271000066
COD_Bas-Uele_Buta_Buta_Yeme,Bas-Uele,Buta,Buta,Yeme,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Buta,COD,BU_B239DA5780,2025,CIESIN,multiple data sources,Bas-Uele_001,2.560414065450611,0.185200510680425,24.343395673000032,2.239887119000059,25.077779971000041,2.742297464000046
COD_Bas-Uele_Buta_Ganga_Agri-Uele,Bas-Uele,Buta,Ganga,Agri Uele,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_F4DFBEEA4D,2025,CIESIN,multiple data sources,Bas-Uele_001,0.716340340487314,0.020053225364717,25.850188004000074,3.592578631000038,26.067992620000041,3.732089400000064
COD_Bas-Uele_Buta_Ganga_Bambesa,Bas-Uele,Buta,Ganga,Bambesa,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_FE36DBD03A,2025,CIESIN,multiple data sources,Bas-Uele_001,0.841375834445588,0.029100815512754,25.523965929000042,3.382257040000070,25.783655822000071,3.606498700000031
COD_Bas-Uele_Buta_Ganga_Bambili,Bas-Uele,Buta,Ganga,Bambili,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_C02268C714,2025,CIESIN,multiple data sources,Bas-Uele_001,0.281835247999444,0.003622234259377,26.036721932000034,3.617730027000050,26.138158113000031,3.681535543000052
COD_Bas-Uele_Buta_Ganga_Danga,Bas-Uele,Buta,Ganga,Danga,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_8B368F7CFB,2025,CIESIN,multiple data sources,Bas-Uele_001,1.002711707900834,0.048388592859354,26.080567266000060,2.746766262000051,26.335460506000061,3.106792703000053
COD_Bas-Uele_Buta_Ganga_Dembia,Bas-Uele,Buta,Ganga,Dembia,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_EA7E4D367C,2025,CIESIN,multiple data sources,Bas-Uele_001,0.731767656104137,0.018434712093520,25.758969632000060,3.341132000000073,25.888785595000058,3.612091653000050
COD_Bas-Uele_Buta_Ganga_Doromo,Bas-Uele,Buta,Ganga,Doromo,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_3991797045,2025,CIESIN,multiple data sources,Bas-Uele_001,2.187651138768075,0.146735652195612,25.680989815000032,2.227937070000053,26.192823499000042,2.793837578000023
COD_Bas-Uele_Buta_Ganga_Ganga,Bas-Uele,Buta,Ganga,Ganga,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_7ED612D63F,2025,CIESIN,multiple data sources,Bas-Uele_001,1.058442255714337,0.041486533720928,25.893058536000069,3.175749960000076,26.055993973000056,3.574313019000044
COD_Bas-Uele_Buta_Ganga_Kana,Bas-Uele,Buta,Ganga,Kana,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_203845FE80,2025,CIESIN,multiple data sources,Bas-Uele_001,0.962655509945581,0.035826325252842,25.966435500000046,2.719377200000054,26.227573300000074,2.956225921000055
COD_Bas-Uele_Buta_Ganga_Kopi,Bas-Uele,Buta,Ganga,Kopi,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_19B2355CF0,2025,CIESIN,multiple data sources,Bas-Uele_001,1.138167953677046,0.048378834580442,26.225664697000070,2.937082637000060,26.491170381000074,3.249262300000055
COD_Bas-Uele_Buta_Ganga_Lebo,Bas-Uele,Buta,Ganga,Lebo,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_B008E09204,2025,CIESIN,multiple data sources,Bas-Uele_001,1.156717247406443,0.054559109308235,25.182871348000049,3.333325005000063,25.553237227000068,3.552600500000040
COD_Bas-Uele_Buta_Ganga_Likandi,Bas-Uele,Buta,Ganga,Likandi,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_A09CE066B2,2025,CIESIN,multiple data sources,Bas-Uele_001,0.822064021916122,0.032273184861329,26.023063318000027,3.209918017000064,26.196199271000069,3.479166450000037
COD_Bas-Uele_Buta_Ganga_Mabodho,Bas-Uele,Buta,Ganga,Mabodho,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_E6338DC785,2025,CIESIN,multiple data sources,Bas-Uele_001,0.726441591416413,0.020469966417505,26.062165235000066,3.411430979000045,26.261639286000047,3.630184929000052
COD_Bas-Uele_Buta_Ganga_Makongo,Bas-Uele,Buta,Ganga,Makongo,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_811318A753,2025,CIESIN,multiple data sources,Bas-Uele_001,1.214119421491281,0.052206650278322,26.046618371000079,3.071262714000056,26.383628801000043,3.357280807000052
COD_Bas-Uele_Buta_Ganga_Molambi,Bas-Uele,Buta,Ganga,Molambi,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_AA50E4EE3E,2025,CIESIN,multiple data sources,Bas-Uele_001,1.000646017804898,0.024372888651349,26.149020482000026,3.286792280000043,26.377343301000053,3.511767284000030
COD_Bas-Uele_Buta_Ganga_Mongbaya,Bas-Uele,Buta,Ganga,Mongbaya,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_4D0CFF4CC4,2025,CIESIN,multiple data sources,Bas-Uele_001,1.107098343060563,0.039662785485310,25.531838323000045,3.253893301000062,25.788492338000026,3.513088375000052
COD_Bas-Uele_Buta_Ganga_Nebanguma,Bas-Uele,Buta,Ganga,Nebanguma,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_C0193C3464,2025,CIESIN,multiple data sources,Bas-Uele_001,0.539947016501080,0.010915885236088,25.978284501000076,2.929331746000059,26.128181204000043,3.081022188000020
COD_Bas-Uele_Buta_Ganga_Ngbandea,Bas-Uele,Buta,Ganga,Ngbandea,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_90521317D1,2025,CIESIN,multiple data sources,Bas-Uele_001,0.738525857105840,0.024009410546871,25.865498319000039,3.011233949000029,26.058301123000035,3.241119014000049
COD_Bas-Uele_Buta_Ganga_Ngwale,Bas-Uele,Buta,Ganga,Ngwale,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_57DC0B650A,2025,CIESIN,multiple data sources,Bas-Uele_001,1.053658708374714,0.030077657177154,25.761049483000079,3.155787910000072,25.948891151000055,3.517885564000039
COD_Bas-Uele_Buta_Ganga_Sopi,Bas-Uele,Buta,Ganga,Sopi,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_CCAA5643A6,2025,CIESIN,multiple data sources,Bas-Uele_001,0.858375890953736,0.018600351973692,25.875438826000050,3.471814646000041,26.132917194000072,3.615072619000046
COD_Bas-Uele_Buta_Ganga_Zobia,Bas-Uele,Buta,Ganga,Zobia,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Ganga,COD,BU_653E8E06F9,2025,CIESIN,multiple data sources,Bas-Uele_001,1.393714104855735,0.044925922642479,25.820510430000070,2.684589991000053,26.047786775000077,3.073739598000031
COD_Bas-Uele_Buta_Likati_Azande,Bas-Uele,Buta,Likati,Azande,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_0824443C73,2025,CIESIN,multiple data sources,Bas-Uele_001,0.929882140522205,0.033268835285362,23.677671636000071,3.039014742000063,23.885183330000075,3.375846593000063
COD_Bas-Uele_Buta_Likati_Difongo,Bas-Uele,Buta,Likati,Difongo,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_4A590882F4,2025,CIESIN,multiple data sources,Bas-Uele_001,2.838650465130376,0.233459807871915,24.053041555000050,2.957243100000028,24.710605407000060,3.715802470000028
COD_Bas-Uele_Buta_Likati_Kulu,Bas-Uele,Buta,Likati,Kulu,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_AC9A0E841C,2025,CIESIN,multiple data sources,Bas-Uele_001,1.539802306067258,0.056906747266506,23.344350300000031,3.391737700000022,23.811176445000058,3.592689735000022
COD_Bas-Uele_Buta_Likati_Mabangu,Bas-Uele,Buta,Likati,Mabangu,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_43C2B43FF0,2025,CIESIN,multiple data sources,Bas-Uele_001,1.264608920794261,0.064281324739634,23.516785400000060,3.077151263000076,23.822860813000034,3.459982300000036
COD_Bas-Uele_Buta_Likati_Mobenge,Bas-Uele,Buta,Likati,Mobenge,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_580737BBBD,2025,CIESIN,multiple data sources,Bas-Uele_001,0.559289986843020,0.007084748671939,23.792647200000033,3.298171600000046,23.951719900000057,3.431539700000030
COD_Bas-Uele_Buta_Likati_Mopendu,Bas-Uele,Buta,Likati,Mopendu,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_9590B43608,2025,CIESIN,multiple data sources,Bas-Uele_001,1.327988787755781,0.066578921484006,23.720893443000023,3.014771323000048,24.101105100000041,3.310182102000056
COD_Bas-Uele_Buta_Likati_Muma,Bas-Uele,Buta,Likati,Muma,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_FB2D45E9AA,2025,CIESIN,multiple data sources,Bas-Uele_001,1.920525014892664,0.136185609889760,22.614888743000051,3.283114100000034,23.303240217000052,3.595791364000036
COD_Bas-Uele_Buta_Likati_Nambwa,Bas-Uele,Buta,Likati,Nambwa,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_035341DFA9,2025,CIESIN,multiple data sources,Bas-Uele_001,1.016185131345879,0.050040275406480,23.315492657000050,3.141562400000055,23.587069000000042,3.412640393000061
COD_Bas-Uele_Buta_Likati_Ngay,Bas-Uele,Buta,Likati,Ngay,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_E04749CD3D,2025,CIESIN,multiple data sources,Bas-Uele_001,1.668463380076914,0.076219433793759,23.014715186000046,3.383749300000034,23.442586400000039,3.771401100000048
COD_Bas-Uele_Buta_Likati_Ngbatala,Bas-Uele,Buta,Likati,Ngbatala,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_C00AB54CBE,2025,CIESIN,multiple data sources,Bas-Uele_001,1.184160884391255,0.058306370111307,23.930682198000056,3.347286203000067,24.220512381000049,3.716401500000075
COD_Bas-Uele_Buta_Likati_Panzaka,Bas-Uele,Buta,Likati,Panzaka,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_36A1D7BD58,2025,CIESIN,multiple data sources,Bas-Uele_001,2.060730202795610,0.086965136352302,22.651470467000024,3.109610433000057,23.387061601000028,3.408534500000030
COD_Bas-Uele_Buta_Likati_Tobongisa,Bas-Uele,Buta,Likati,Tobongisa,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Likati,COD,BU_9FE35169D9,2025,CIESIN,multiple data sources,Bas-Uele_001,2.120428523814783,0.068541734928914,23.784850900000038,3.180269024000040,24.248205275000032,3.615506557000060
COD_Bas-Uele_Buta_Monga_Bella,Bas-Uele,Buta,Monga,Bella,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_C9484297E5,2025,CIESIN,multiple data sources,Bas-Uele_001,0.899469429066227,0.025259658362553,22.589078825000058,3.987805200000025,22.805540614000051,4.225428900000054
COD_Bas-Uele_Buta_Monga_Biasu,Bas-Uele,Buta,Monga,Biasu,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_17ED00A07D,2025,CIESIN,multiple data sources,Bas-Uele_001,0.697176305621109,0.009236426306955,22.433400680000034,4.125111205000053,22.660911833000057,4.266304338000054
COD_Bas-Uele_Buta_Monga_Bondeko,Bas-Uele,Buta,Monga,Bondeko,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_56F4034C3E,2025,CIESIN,multiple data sources,Bas-Uele_001,2.215141206746993,0.216520864041945,22.683041165000077,4.274542219000068,23.343423911000059,4.838929500000063
COD_Bas-Uele_Buta_Monga_Kolo,Bas-Uele,Buta,Monga,Kolo,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_5DD00EE311,2025,CIESIN,multiple data sources,Bas-Uele_001,1.662503276600263,0.068716606840525,22.654725182000050,4.180901700000049,23.229478970000059,4.387899369000024
COD_Bas-Uele_Buta_Monga_Lobi,Bas-Uele,Buta,Monga,Lobi,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_21283E487B,2025,CIESIN,multiple data sources,Bas-Uele_001,1.696053815131757,0.105483013054774,22.884671257000036,3.850394350000045,23.283624188000033,4.295455800000070
COD_Bas-Uele_Buta_Monga_Mengi,Bas-Uele,Buta,Monga,Mengi,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_7AF342C16A,2025,CIESIN,multiple data sources,Bas-Uele_001,1.154945572838263,0.049110268481690,22.718058446000043,3.826654381000026,23.136712647000024,4.032881289000045
COD_Bas-Uele_Buta_Monga_Monga-1,Bas-Uele,Buta,Monga,Monga 1,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_CB891E2511,2025,CIESIN,multiple data sources,Bas-Uele_001,0.434501168010848,0.006889357734894,22.813471518000028,4.163726300000064,22.957596900000055,4.258940905000031
COD_Bas-Uele_Buta_Monga_Monga-2,Bas-Uele,Buta,Monga,Monga 2,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_760954321A,2025,CIESIN,multiple data sources,Bas-Uele_001,0.189788531073781,0.001166368435899,22.784230512000079,4.184537100000057,22.845333010000047,4.229524341000058
COD_Bas-Uele_Buta_Monga_Nzerret,Bas-Uele,Buta,Monga,Nzerret,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_24CAE0A238,2025,CIESIN,multiple data sources,Bas-Uele_001,0.952804830632147,0.030317449487843,22.541314001000046,4.207649122000021,22.742503900000031,4.494364100000041
COD_Bas-Uele_Buta_Monga_Sombe,Bas-Uele,Buta,Monga,Sombe,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Monga,COD,BU_476BAEF5A5,2025,CIESIN,multiple data sources,Bas-Uele_001,0.874436111418052,0.036023997702580,22.708835796000074,3.977343730000030,23.018742100000054,4.192161024000029
COD_Bas-Uele_Buta_Poko_Amadi,Bas-Uele,Buta,Poko,Amadi,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_A477E71E55,2025,CIESIN,multiple data sources,Bas-Uele_001,2.645599819098289,0.238910637057330,26.459017380000034,3.455114022000032,27.170882500000062,4.029518100000075
COD_Bas-Uele_Buta_Poko_Azapana,Bas-Uele,Buta,Poko,Azapana,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_E93252E3AF,2025,CIESIN,multiple data sources,Bas-Uele_001,1.645190703454689,0.083004255467367,26.607445073000065,2.376565900000060,27.166812512000035,2.683020268000064
COD_Bas-Uele_Buta_Poko_Balele,Bas-Uele,Buta,Poko,Balele,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_C105091726,2025,CIESIN,multiple data sources,Bas-Uele_001,1.184583454747023,0.061695944036419,26.112038363000067,2.312751772000070,26.350016453000023,2.752748700000041
COD_Bas-Uele_Buta_Poko_Balengolu,Bas-Uele,Buta,Poko,Balengolu,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_3C87970410,2025,CIESIN,multiple data sources,Bas-Uele_001,1.279497617472903,0.058820499004595,26.356862501000023,3.138338942000075,26.689658423000026,3.421732830000053
COD_Bas-Uele_Buta_Poko_Kana,Bas-Uele,Buta,Poko,Kana,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_1F20FAE211,2025,CIESIN,multiple data sources,Bas-Uele_001,1.517268817347439,0.086116953569826,26.775715381000055,3.114534200000037,27.169866600000034,3.486155322000059
COD_Bas-Uele_Buta_Poko_Kembisa,Bas-Uele,Buta,Poko,Kembisa,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_6942E48A58,2025,CIESIN,multiple data sources,Bas-Uele_001,1.839230615550692,0.105146822281175,26.227052512000057,3.371527300000025,26.595898277000060,3.942567287000031
COD_Bas-Uele_Buta_Poko_Kisanga,Bas-Uele,Buta,Poko,Kisanga,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_9308019C31,2025,CIESIN,multiple data sources,Bas-Uele_001,3.132848618860093,0.219114690846184,26.433502600000054,1.938275500000032,27.170723462000069,2.647422595000023
COD_Bas-Uele_Buta_Poko_Mangoro,Bas-Uele,Buta,Poko,Mangoro,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_3DC5F07C37,2025,CIESIN,multiple data sources,Bas-Uele_001,0.816128307780332,0.031297117626276,26.118687000000023,3.528326017000040,26.340801348000070,3.783421036000050
COD_Bas-Uele_Buta_Poko_Mawa-Gare,Bas-Uele,Buta,Poko,Mawa Gare,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_FBEEFBAA39,2025,CIESIN,multiple data sources,Bas-Uele_001,1.530431210064884,0.105585777866014,26.567410608000046,2.533236623000050,26.993363664000071,2.936361082000076
COD_Bas-Uele_Buta_Poko_Mawa-Geito,Bas-Uele,Buta,Poko,Mawa Geito,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_0CABDE1590,2025,CIESIN,multiple data sources,Bas-Uele_001,0.802136362955983,0.030874229954881,26.610108454000056,2.861650559000054,26.827238898000076,3.093829775000074
COD_Bas-Uele_Buta_Poko_Mbiri,Bas-Uele,Buta,Poko,Mbiri,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_E12B4BC6F1,2025,CIESIN,multiple data sources,Bas-Uele_001,0.550410584438109,0.009658972528128,26.248097318000077,2.623638327000037,26.414880128000050,2.748890800000027
COD_Bas-Uele_Buta_Poko_Nangombie,Bas-Uele,Buta,Poko,Nangombie,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_5B5E3C9E03,2025,CIESIN,multiple data sources,Bas-Uele_001,1.044786411113413,0.056255722834937,27.027533323000057,3.206053200000042,27.346549600000060,3.493788712000025
COD_Bas-Uele_Buta_Poko_Naumbate,Bas-Uele,Buta,Poko,Naumbate,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_D7665E61FE,2025,CIESIN,multiple data sources,Bas-Uele_001,1.019748007522755,0.028495750921124,26.760335249000036,2.904609463000043,27.062817000000052,3.089175095000030
COD_Bas-Uele_Buta_Poko_Nenzepida,Bas-Uele,Buta,Poko,Nenzepida,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_6E534B9605,2025,CIESIN,multiple data sources,Bas-Uele_001,0.633780788667464,0.021062919927504,26.297924807000072,2.495177305000027,26.499946796000074,2.654852721000054
COD_Bas-Uele_Buta_Poko_Neza,Bas-Uele,Buta,Poko,Neza,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_B2EE916A9F,2025,CIESIN,multiple data sources,Bas-Uele_001,1.520879544812016,0.089472906356025,26.224689822000073,2.644331207000050,26.614769791000072,3.031812700000046
COD_Bas-Uele_Buta_Poko_Nguma,Bas-Uele,Buta,Poko,Nguma,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_C55F4BCD71,2025,CIESIN,multiple data sources,Bas-Uele_001,1.357355197965466,0.077227757564260,27.043619490000026,3.472955982000030,27.366008836000049,3.900682801000073
COD_Bas-Uele_Buta_Poko_Niapu,Bas-Uele,Buta,Poko,Niapu,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_5BEEB8B28B,2025,CIESIN,multiple data sources,Bas-Uele_001,0.907603037357787,0.027677753634927,26.281351665000045,2.317270736000069,26.550055194000038,2.544170427000040
COD_Bas-Uele_Buta_Poko_Poko-Centre,Bas-Uele,Buta,Poko,Poko Centre,COD_Bas-Uele,COD_Bas-Uele_Buta,COD_Bas-Uele_Buta_Poko,COD,BU_05DE15D94D,2025,CIESIN,multiple data sources,Bas-Uele_001,1.914570620331320,0.098615072525798,26.442886700000031,2.941557135000039,26.929632974000071,3.367600203000052
