pagename_zonesante,province,antenne,zonesante,pagename_province,pagename_antenne,iso3,grid3id,date,edit_par,source_acronym,sourceid,Shape_Length,Shape_Area,xmin,ymin,xmax,ymax
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.001930110921886,0.000000204232286,25.450186519000056,-10.738349249999942,25.450570315000050,-10.737612871999943
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.001457614061221,0.000000129119241,25.469583797000041,-10.729479358999981,25.470046721000074,-10.729089195999961
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.002456018667021,0.000000368799484,25.486933202000046,-10.726296220999927,25.487804435000044,-10.725491586999965
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.003431247654900,0.000000650663181,25.472437924000076,-10.723520433999965,25.473415174000024,-10.722251520999976
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.001766400635011,0.000000192359812,25.468635511000059,-10.722193355999934,25.469066594000026,-10.721693171999959
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.008818110768047,0.000002393372936,25.484542335000071,-10.723277494999934,25.488065013000039,-10.721690365999962
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.001452230692840,0.000000128551468,25.464099378000071,-10.721152919999952,25.464437172000032,-10.720731784999941
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.003673355223861,0.000000838782591,25.472805275000042,-10.720775609999976,25.473864295000055,-10.719882823999967
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.002959990105701,0.000000546949320,25.500980639000034,-10.717061287999968,25.501895100000070,-10.716157995999936
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.002781989056653,0.000000307671070,25.471241941000073,-10.715983724999944,25.472355844000049,-10.715478312999949
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.004262291793689,0.000001015390891,25.484858416000066,-10.711260259999960,25.486389017000079,-10.710179403999973
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.017805515218897,0.000017133960396,25.473490539000068,-10.706764339999950,25.479837752000037,-10.702520472999936
COD_Haut-Katanga_Lubumbashi_Kowe,Haut-Katanga,Lubumbashi,Kowe,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,sAsXOxkBdrE,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.030132593419800,0.000045015323287,25.464461825000058,-10.691922488999978,25.475578300000052,-10.686264899999969
COD_Haut-Katanga_Lubumbashi_Lubumbashi,Haut-Katanga,Lubumbashi,Lubumbashi,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,H8vCqAKUlyX,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.875686421573204,0.011881362348274,27.409863369000050,-11.678796923999926,27.588682239000036,-11.478847375999976
COD_Haut-Katanga_Lubumbashi_Lukafu,Haut-Katanga,Lubumbashi,Lukafu,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,nNFVLFmkaAz,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,7.395033123531793,0.992539848637649,27.011431753000068,-11.377959572999941,28.281412020000062,-9.838273845999936
COD_Haut-Katanga_Lubumbashi_Mumbunda,Haut-Katanga,Lubumbashi,Mumbunda,COD_Haut-Katanga,COD_Haut-Katanga_Lubumbashi,COD,QteKQ66ixqO,2024,CIESIN GRID3,multiple data sources,Haut-Katanga_001,0.559858255684223,0.010526039350395,27.327651804000027,-11.705501974999947,27.485345695000035,-11.586109044999944
